word	frq	num_letters	
copla	0.146992	5	
copos	1.575836	5	
copón	0.149153	5	
coral	4.143864	5	
corea	10.378034	5	
corno	0.244265	5	
coros	1.119730	5	
corpo	0.190224	5	
corps	0.475561	5	
corra	7.509538	5	
corre	85.568525	5	
corri	0.568511	5	
corro	4.960964	5	
corrí	6.216877	5	
corsa	0.168608	5	
corso	1.603937	5	
corsé	1.387773	5	
corta	36.987824	5	
corte	78.363778	5	
corto	35.941590	5	
corté	5.719700	5	
cortó	13.849628	5	
corva	0.121052	5	
corán	1.701211	5	
cosan	0.205356	5	
cosas	974.387390	5	
cosby	0.683078	5	
cosen	0.172931	5	
coser	4.519990	5	
coses	0.235619	5	
cosió	0.479884	5	
cosme	0.296145	5	
cosmo	2.773384	5	
costa	44.616252	5	
coste	2.645848	5	
costo	11.125962	5	
costó	16.568972	5	
cosía	0.203194	5	
cotas	0.149153	5	
count	0.678755	5	
court	2.773384	5	
cover	0.445298	5	
coxis	0.159961	5	
coñac	6.556255	5	
coños	1.837394	5	
crack	7.012361	5	
crane	7.256626	5	
craso	1.928183	5	
crean	11.629624	5	
crear	37.595245	5	
creas	27.746813	5	
crece	12.995780	5	
crecí	9.800876	5	
credo	1.839556	5	
creed	2.200550	5	
creen	87.018985	5	
creer	202.160908	5	
crees	548.862045	5	
crema	20.535581	5	
crepe	0.209679	5	
crest	0.514470	5	
creta	0.797645	5	
creyó	16.495476	5	
creía	87.920389	5	
criar	8.702763	5	
criba	0.116729	5	
crohn	0.146992	5	
cromo	1.521795	5	
crono	0.110244	5	
cross	5.821297	5	
cruce	10.164032	5	
crucé	2.941992	5	
cruda	3.060882	5	
crudo	4.398938	5	
cruel	28.066735	5	
cruje	0.358832	5	
cruza	7.436042	5	
cruzo	1.774707	5	
cruzó	5.715377	5	
crían	0.845201	5	
crías	3.194904	5	
críen	0.326408	5	
críos	4.749123	5	
cuado	0.404227	5	
cuaja	0.166446	5	
cuajo	0.445298	5	
cuajó	0.157800	5	
cuano	0.151315	5	
cuasi	0.105920	5	
cuate	0.270205	5	
cubas	0.430166	5	
cubil	0.311276	5	
cubos	3.015488	5	
cubra	2.799324	5	
cubre	11.432915	5	
cubro	3.512665	5	
cubrí	1.210518	5	
cucha	0.201033	5	
cuece	0.536087	5	
cuela	0.661462	5	
cuele	0.177254	5	
cuelo	0.188063	5	
cuero	12.191650	5	
cueva	16.635982	5	
cugat	0.164285	5	
cuida	29.179980	5	
cuide	10.250497	5	
cuido	5.663497	5	
cuidé	1.541249	5	
cuidó	2.570190	5	
culos	6.113118	5	
culpa	204.620855	5	
culpe	1.612584	5	
culpo	11.255660	5	
culpé	0.486369	5	
culpó	1.191064	5	
culta	0.998678	5	
culto	6.742156	5	
culón	0.583643	5	
cunas	0.484207	5	
cunda	1.794161	5	
cunde	0.196709	5	
cundo	0.373964	5	
cuneo	0.192386	5	
cuota	4.388129	5	
cupón	1.433167	5	
curan	0.998678	5	
curar	11.884697	5	
curas	4.351382	5	
curda	0.146992	5	
curen	0.832231	5	
cures	0.503662	5	
curia	0.304791	5	
curie	0.654977	5	
curro	1.258075	5	
curry	2.777708	5	
cursa	0.101597	5	
curse	0.214002	5	
cursi	3.408906	5	
curso	36.354464	5	
cursé	0.155638	5	
curva	9.407458	5	
curvo	0.235619	5	
cutis	0.981385	5	
cutre	0.801968	5	
cuyas	3.238137	5	
cuyos	4.697244	5	
cuzco	0.134022	5	
cuñas	0.300468	5	
cádiz	0.425843	5	
cáete	0.492854	5	
cáliz	1.980062	5	
cénit	0.166446	5	
césar	22.295156	5	
cómic	1.476400	5	
cúter	0.121052	5	
daban	6.811328	5	
dabas	2.133539	5	
dacia	0.172931	5	
dadas	4.960964	5	
dadle	4.880983	5	
dadme	7.557094	5	
dador	0.285336	5	
dados	9.346932	5	
dafna	0.263720	5	
dafne	0.319923	5	
dagas	1.766060	5	
daily	3.906084	5	
daisy	12.403491	5	
dakar	0.272367	5	
dalai	1.145669	5	
dales	16.123674	5	
dalia	1.106760	5	
dalla	0.244265	5	
dalma	0.155638	5	
dalos	0.129698	5	
damas	63.580321	5	
damos	25.384140	5	
dance	1.900082	5	
dandi	0.434490	5	
dando	58.919825	5	
dandy	1.679594	5	
danes	0.672270	5	
danny	56.928954	5	
danos	25.565718	5	
dante	5.726185	5	
danza	10.021364	5	
danés	1.889273	5	
darcy	9.072404	5	
dardo	2.719343	5	
daren	0.108082	5	
dario	0.369640	5	
darla	4.288694	5	
darle	230.015803	5	
darlo	4.504858	5	
darme	131.166161	5	
daros	6.582194	5	
darse	24.543262	5	
darte	136.749678	5	
daryl	2.978740	5	
darán	18.183717	5	
darás	12.556968	5	
daría	34.080418	5	
darío	0.884111	5	
dasha	0.268043	5	
datan	0.469076	5	
datos	46.922722	5	
david	106.549404	5	
davis	17.656277	5	
dañan	0.568511	5	
dañar	5.263594	5	
dañas	0.315599	5	
dañen	0.317761	5	
dañes	0.339378	5	
daños	20.944131	5	
deban	2.252429	5	
debas	9.325316	5	
deben	135.731545	5	
deber	43.451128	5	
debes	299.406613	5	
debió	46.006187	5	
debra	4.061722	5	
debut	2.358349	5	
debía	65.458786	5	
decae	0.540410	5	
decia	3.914730	5	
decid	2.088144	5	
decir	1041.670600	5	
decía	86.091641	5	
decís	6.182291	5	
dedal	0.428005	5	
dedos	48.358051	5	
dejad	9.785745	5	
dejan	35.107197	5	
dejar	266.724776	5	
dejas	58.956573	5	
dejen	46.717366	5	
dejes	73.649241	5	
delas	0.134022	5	
deles	0.964091	5	
delhi	3.698566	5	
delia	2.896598	5	
della	3.467271	5	
delon	0.157800	5	
delos	0.434490	5	
delta	10.380196	5	
demos	11.097860	5	
demás	146.301966	5	
denis	1.824424	5	
denle	17.816238	5	
denlo	0.281013	5	
denme	20.228628	5	
denos	2.561544	5	
densa	1.746605	5	
dense	9.947868	5	
denso	2.006002	5	
dente	0.711180	5	
denys	0.741443	5	
depre	0.222649	5	
derby	2.341056	5	
derek	18.650631	5	
desde	703.378243	5	
desea	55.640617	5	
desee	9.919767	5	
deseo	94.896002	5	
deseé	2.213519	5	
deseó	1.003001	5	
desta	0.198871	5	
desví	0.103759	5	
detén	7.959159	5	
deuda	23.879639	5	
devia	0.261558	5	
devon	4.643203	5	
dewey	5.192260	5	
dhabi	0.252912	5	
diana	15.047177	5	
diane	10.838464	5	
dicen	207.828729	5	
dices	249.230622	5	
dicha	6.936703	5	
dicho	413.694688	5	
dicta	1.846041	5	
dicte	0.795484	5	
dicto	0.419358	5	
dictó	0.447460	5	
diego	13.417300	5	
diera	17.130998	5	
diese	1.802808	5	
dieta	11.878213	5	
digan	25.490060	5	
digas	167.483877	5	
digna	5.051753	5	
digne	0.125375	5	
digno	13.592393	5	
dilas	0.263720	5	
diles	62.737281	5	
dilly	0.242104	5	
dimas	0.313438	5	
dimes	0.146992	5	
dimos	16.990491	5	
dinar	0.218326	5	
dingo	0.585804	5	
dinos	20.401560	5	
diodo	0.112405	5	
dione	0.123213	5	
diosa	11.253499	5	
dique	2.254591	5	
dirty	1.104598	5	
dirán	11.352934	5	
dirás	24.450312	5	
diría	87.695578	5	
disco	33.246025	5	
dista	0.263720	5	
diste	45.971601	5	
disto	0.116729	5	
divas	0.255074	5	
diver	0.399903	5	
diván	0.935990	5	
dixit	0.259397	5	
dobla	6.193099	5	
doble	64.099115	5	
doblo	1.106760	5	
doblé	0.503662	5	
dobló	1.134861	5	
doces	0.110244	5	
dogma	0.676593	5	
dolar	1.865495	5	
dolby	0.304791	5	
dolce	0.938152	5	
doler	8.849755	5	
dolió	7.496568	5	
dolly	3.743961	5	
dolor	122.528247	5	
dolía	3.095469	5	
domar	0.931667	5	
donan	0.252912	5	
donar	3.763415	5	
donas	2.578837	5	
donde	701.220927	5	
donen	0.233457	5	
dones	2.833910	5	
donna	17.909188	5	
donne	0.313438	5	
donut	1.316439	5	
doors	1.567189	5	
doral	0.164285	5	
doran	0.244265	5	
dorar	0.108082	5	
doren	0.827908	5	
doria	0.112405	5	
doris	7.269596	5	
dorje	0.112405	5	
dormi	0.683078	5	
dormí	9.515540	5	
dorso	0.903566	5	
dosel	0.348024	5	
doses	0.330731	5	
dosis	15.215785	5	
dotar	0.101597	5	
dotes	1.357510	5	
dover	1.472077	5	
draba	0.183739	5	
draco	2.405905	5	
draga	0.164285	5	
drago	0.572835	5	
drama	13.996620	5	
dream	1.787676	5	
drena	0.263720	5	
drenó	0.159961	5	
drive	3.320279	5	
driza	0.101597	5	
droga	37.171564	5	
drogo	1.104598	5	
drogó	1.085143	5	
druso	0.179416	5	
dubai	1.891435	5	
ducal	0.175093	5	
ducha	24.625404	5	
duche	0.250750	5	
ducho	0.430166	5	
duché	0.239942	5	
duchó	0.129698	5	
ducto	0.596613	5	
dudan	1.340217	5	
dudar	6.912925	5	
dudas	25.742972	5	
duden	0.905727	5	
dudes	3.529958	5	
duela	4.273563	5	
duele	70.499731	5	
duelo	10.823332	5	
dueto	0.737119	5	
dueña	7.485760	5	
dueño	43.005830	5	
dulce	91.599500	5	
dumas	0.566350	5	
dumbo	0.678755	5	
dunas	1.247266	5	
dupla	0.121052	5	
duque	17.314737	5	
duran	4.569707	5	
durar	11.342126	5	
duras	8.510377	5	
duren	0.821423	5	
dures	0.118890	5	
duros	13.384876	5	
durán	0.179416	5	
duval	1.515310	5	
dylan	12.678019	5	
dátil	0.101597	5	
débil	40.347013	5	
déles	1.033264	5	
dénos	3.188419	5	
dócil	1.567189	5	
dólar	18.469053	5	
dónde	1289.383751	5	
ebria	3.160318	5	
ebrio	9.554449	5	
echad	1.165124	5	
echan	5.518667	5	
echar	43.524624	5	
echas	8.923250	5	
echen	6.203907	5	
eches	5.270079	5	
echos	0.166446	5	
edema	1.290499	5	
edgar	8.525509	5	
edina	0.382610	5	
edipo	0.985708	5	
edita	0.317761	5	
edite	0.118890	5	
edith	6.030976	5	
edito	0.123213	5	
edité	0.118890	5	
editó	0.144830	5	
edson	0.175093	5	
educa	0.345862	5	
educo	0.157800	5	
educó	0.728473	5	
eight	0.531763	5	
einar	0.691725	5	
elegí	8.685470	5	
elena	11.880374	5	
eleni	0.438813	5	
eleva	3.084660	5	
eleve	0.758736	5	
elevo	0.384772	5	
elevé	0.112405	5	
elevó	0.856009	5	
elfos	4.398938	5	
elian	0.101597	5	
elide	0.110244	5	
elige	15.697831	5	
elija	5.462465	5	
elije	1.085143	5	
elijo	6.307666	5	
elina	0.134022	5	
eliot	3.019811	5	
elisa	2.060043	5	
elite	2.766899	5	
ellas	106.947145	5	
elles	0.125375	5	
ellos	764.641286	5	
elmer	1.670948	5	
elton	2.989548	5	
elude	0.402065	5	
elvis	8.171000	5	
elías	1.802808	5	
email	3.722344	5	
emana	0.819262	5	
emile	2.258914	5	
emily	31.901485	5	
emira	0.103759	5	
emita	0.672270	5	
emite	2.436168	5	
emito	0.131860	5	
emití	0.164285	5	
empre	0.503662	5	
empty	0.222649	5	
enana	1.800646	5	
enano	12.595877	5	
encía	0.146992	5	
eneas	0.181578	5	
enema	1.201872	5	
enero	11.471824	5	
enoch	0.527440	5	
enoja	2.978740	5	
enoje	1.817939	5	
enojo	6.361707	5	
enojé	1.156477	5	
enojó	2.805809	5	
enter	0.856009	5	
entes	0.579320	5	
entra	103.386924	5	
entre	423.499888	5	
entro	13.871245	5	
entré	17.742742	5	
entró	41.790989	5	
envié	17.100735	5	
envió	44.000185	5	
envía	27.249635	5	
envíe	10.419105	5	
envío	11.852273	5	
eones	0.358832	5	
equal	0.118890	5	
equis	0.406388	5	
equus	0.246427	5	
erais	2.613423	5	
erase	1.028941	5	
erial	0.110244	5	
erica	9.282083	5	
erige	0.103759	5	
erika	2.278369	5	
eriza	0.237780	5	
erizo	0.760897	5	
errar	0.983546	5	
erras	0.103759	5	
erres	0.222649	5	
errol	1.645008	5	
error	128.070693	5	
erwin	0.661462	5	
eráis	0.229134	5	
esnob	1.061365	5	
espié	0.244265	5	
espió	0.203194	5	
espía	23.187914	5	
espíe	0.538248	5	
espín	0.302630	5	
espío	0.404227	5	
esquí	2.673949	5	
essen	0.373964	5	
essex	2.224328	5	
estad	1.521795	5	
estan	65.387452	5	
estar	888.062291	5	
estas	555.660404	5	
ester	0.603098	5	
estes	7.567902	5	
estos	398.230315	5	
estoy	2464.092493	5	
están	1138.637453	5	
estás	2050.054104	5	
estén	57.646619	5	
estés	92.347428	5	
estío	0.190224	5	
etapa	10.978970	5	
ethel	4.314634	5	
etnia	0.201033	5	
euros	7.686792	5	
evade	0.317761	5	
evans	8.294213	5	
evert	0.166446	5	
every	2.699889	5	
evita	6.005036	5	
evite	1.897920	5	
evito	1.368318	5	
evité	0.730634	5	
evitó	1.720666	5	
evoca	0.587966	5	
ewing	0.270205	5	
excel	0.155638	5	
exige	7.109634	5	
exigí	0.192386	5	
exija	0.410712	5	
exijo	6.335767	5	
exime	0.293983	5	
extra	36.477677	5	
fabia	0.136183	5	
fabio	3.006841	5	
faces	0.332893	5	
facha	0.527440	5	
facto	0.711180	5	
faena	1.312116	5	
fagot	0.177254	5	
faith	4.161157	5	
fajas	0.330731	5	
fajos	0.360994	5	
fajín	0.108082	5	
fakir	0.142668	5	
falaz	0.183739	5	
falco	1.074335	5	
falda	9.489600	5	
falla	19.928160	5	
falle	2.412390	5	
fallo	12.546159	5	
fallé	4.976096	5	
falló	8.869209	5	
falsa	24.296835	5	
false	0.129698	5	
falso	32.841798	5	
falta	166.403057	5	
falte	2.269722	5	
falto	1.567189	5	
falté	0.618229	5	
faltó	4.383806	5	
fango	2.684757	5	
fanny	7.877017	5	
fanta	0.691725	5	
farad	0.222649	5	
fardo	0.542572	5	
fargo	3.538605	5	
faria	0.185901	5	
farid	0.804130	5	
farol	3.839073	5	
faros	2.064366	5	
farra	0.181578	5	
farsa	8.207748	5	
fases	1.396420	5	
fatal	17.401203	5	
fatuo	0.185901	5	
fauna	1.225650	5	
fauno	0.471238	5	
faust	0.270205	5	
favio	0.382610	5	
favor	1286.967037	5	
faxes	0.419358	5	
fecal	0.858171	5	
fecha	30.537490	5	
feder	0.149153	5	
fedor	0.259397	5	
felix	5.732670	5	
feliz	283.799571	5	
felpa	0.356671	5	
felón	0.127537	5	
fenol	0.235619	5	
feria	11.930092	5	
feroz	5.460303	5	
ferri	0.136183	5	
ferro	0.516632	5	
ferry	5.012843	5	
festa	0.322084	5	
fetal	1.041911	5	
fetos	0.354509	5	
feudo	0.417197	5	
fever	0.594451	5	
fiaba	0.274528	5	
fiado	0.252912	5	
fiara	0.134022	5	
fiaré	0.108082	5	
fibra	4.723184	5	
ficar	0.683078	5	
ficha	5.680790	5	
fichó	0.114567	5	
ficus	0.462591	5	
fidel	2.088144	5	
fideo	0.776029	5	
fiera	2.805809	5	
fiero	0.914374	5	
fifty	0.166446	5	
fijan	1.255913	5	
fijar	3.986064	5	
fijas	2.792839	5	
fijen	1.009486	5	
fijes	0.583643	5	
fijos	1.234297	5	
filas	9.398811	5	
files	0.194548	5	
filip	0.739281	5	
filma	1.660140	5	
filme	7.939704	5	
filmo	0.559865	5	
films	2.373481	5	
filmé	0.782514	5	
filmó	1.789838	5	
filos	0.222649	5	
filón	0.592289	5	
final	213.092322	5	
finas	2.163802	5	
finca	4.483242	5	
finde	0.356671	5	
fines	13.951225	5	
finge	5.994228	5	
fingí	1.642846	5	
finja	1.299146	5	
finje	0.144830	5	
finjo	1.640685	5	
finos	2.200550	5	
finta	0.326408	5	
fiona	9.716572	5	
fiore	0.389095	5	
firma	38.077291	5	
firme	32.320843	5	
firmo	3.475917	5	
firmé	3.635879	5	
firmó	7.496568	5	
first	4.187097	5	
fisco	0.466914	5	
flaca	2.472916	5	
flaco	5.979097	5	
flama	0.579320	5	
flash	8.080211	5	
flava	0.129698	5	
fleco	0.168608	5	
flema	0.311276	5	
flete	0.328569	5	
fleur	1.688241	5	
flipa	0.144830	5	
flipo	0.142668	5	
floja	3.108439	5	
flojo	3.964448	5	
flora	3.832588	5	
flore	0.166446	5	
floro	0.153476	5	
flota	33.434088	5	
flote	2.801486	5	
floto	0.330731	5	
flotó	0.287498	5	
floyd	7.293374	5	
fluir	1.865495	5	
flujo	9.277759	5	
fluya	1.175932	5	
fluye	4.226006	5	
fluyó	0.222649	5	
fluía	0.360994	5	
flyer	0.322084	5	
flúor	0.203194	5	
fobia	1.402904	5	
focal	0.287498	5	
focas	1.666625	5	
focos	1.761737	5	
fofos	0.138345	5	
fogón	0.317761	5	
folio	0.179416	5	
folla	1.573674	5	
folle	0.665785	5	
follo	0.665785	5	
follé	0.715503	5	
folló	0.538248	5	
fonda	0.940313	5	
fondo	71.524349	5	
fools	0.112405	5	
foque	0.298306	5	
force	1.485047	5	
forcé	0.754412	5	
forge	2.338895	5	
forja	0.830070	5	
forjo	0.136183	5	
forjó	0.568511	5	
forma	335.302809	5	
forme	1.383450	5	
formo	1.487208	5	
formé	0.650654	5	
formó	3.034943	5	
foros	0.293983	5	
forro	1.245105	5	
forró	0.159961	5	
forte	0.544733	5	
forum	0.399903	5	
forzó	2.660979	5	
fosas	1.962769	5	
fosca	0.283175	5	
fosos	0.328569	5	
fosse	0.689563	5	
fotos	92.950526	5	
fotón	0.237780	5	
fouad	0.352347	5	
fraga	0.574996	5	
frame	0.348024	5	
frank	123.831716	5	
franz	6.554093	5	
frase	19.936807	5	
freda	0.289660	5	
fredy	0.447460	5	
fregó	0.157800	5	
freid	0.118890	5	
frena	3.746122	5	
frene	0.572835	5	
freno	6.545446	5	
frené	0.194548	5	
frenó	0.503662	5	
frere	0.248589	5	
fresa	3.901760	5	
freud	3.484564	5	
freya	0.985708	5	
freír	2.109761	5	
freón	0.224811	5	
frias	0.330731	5	
frick	0.283175	5	
frida	1.921698	5	
fries	0.257235	5	
frigo	0.709018	5	
friso	0.121052	5	
frita	1.746605	5	
frito	8.196939	5	
fritz	4.742638	5	
frota	0.987870	5	
frote	0.449621	5	
froto	0.376125	5	
froté	0.166446	5	
frotó	0.281013	5	
fruit	0.626876	5	
fruta	14.007428	5	
fruto	5.825620	5	
fryer	0.488531	5	
frían	0.315599	5	
frías	5.371676	5	
fríen	0.250750	5	
fríes	0.224811	5	
fríos	3.862851	5	
fuego	180.946572	5	
fuera	695.365043	5	
fuere	3.164641	5	
fuero	0.345862	5	
fuese	41.099264	5	
fugar	0.278852	5	
fugas	1.526118	5	
fugaz	2.481563	5	
fugue	0.162123	5	
fugué	0.263720	5	
fuman	1.794161	5	
fumar	33.481644	5	
fumas	6.089340	5	
fumen	0.663624	5	
fumes	1.731474	5	
funda	3.021973	5	
funde	0.594451	5	
fundo	0.402065	5	
fundé	0.438813	5	
fundó	2.191903	5	
funky	1.147831	5	
furia	10.537996	5	
furor	0.961930	5	
fusco	0.458268	5	
fusil	4.081177	5	
fusta	0.607421	5	
fuste	0.116729	5	
futón	0.501501	5	
fácil	199.899833	5	
félix	6.169321	5	
fémur	1.264559	5	
fénix	2.831749	5	
fíate	0.860333	5	
fíese	0.116729	5	
fósil	1.325085	5	
fútil	0.529602	5	
gable	0.994354	5	
gabán	0.105920	5	
gabón	0.248589	5	
gacha	0.365317	5	
gafas	18.851664	5	
gaita	0.607421	5	
gajes	0.918697	5	
galas	0.533925	5	
gales	2.764738	5	
galgo	0.324246	5	
galia	0.944637	5	
galio	0.410712	5	
gallo	6.960481	5	
galos	0.868979	5	
galán	3.277046	5	
galés	0.788999	5	
galón	1.327247	5	
gamba	0.657139	5	
gamma	3.906084	5	
gamos	0.237780	5	
ganan	12.215428	5	
ganar	111.123434	5	
ganas	71.079051	5	
ganen	2.120569	5	
ganes	3.298663	5	
ganga	3.235975	5	
gansa	0.389095	5	
ganso	4.794518	5	
garai	0.157800	5	
garbo	0.935990	5	
garci	0.105920	5	
garde	0.428005	5	
garra	3.095469	5	
garza	1.997355	5	
gasas	0.674432	5	
gases	6.264433	5	
gasta	4.083338	5	
gaste	1.513148	5	
gasto	4.831266	5	
gasté	3.707213	5	
gastó	3.078176	5	
gatas	0.925182	5	
gatea	0.242104	5	
gates	7.241494	5	
gatos	19.165101	5	
gaudí	0.183739	5	
gauss	0.211841	5	
gavia	0.272367	5	
gayle	0.899242	5	
gemas	1.100275	5	
gemir	0.877626	5	
gemma	3.599131	5	
gemía	0.235619	5	
genes	5.987743	5	
genio	41.732624	5	
gente	861.984265	5	
georg	1.335894	5	
gerda	0.587966	5	
gesta	0.164285	5	
geste	0.185901	5	
gesto	12.721252	5	
ghana	0.341539	5	
ghost	1.636362	5	
gibbs	10.336963	5	
gibón	0.127537	5	
gigas	0.159961	5	
gilda	2.135700	5	
giles	2.862012	5	
gimen	0.168608	5	
gimes	0.116729	5	
gimió	0.159961	5	
gioia	0.220487	5	
gipsy	0.110244	5	
girad	0.311276	5	
giran	1.869819	5	
girar	10.741190	5	
giras	2.738798	5	
giren	1.638523	5	
gires	0.611744	5	
girls	2.282692	5	
giros	1.699049	5	
glenn	7.126928	5	
globo	11.394005	5	
glory	0.951122	5	
gnomo	1.919536	5	
gocen	0.155638	5	
goces	0.142668	5	
godos	0.337216	5	
godot	0.112405	5	
godoy	0.103759	5	
gofre	0.259397	5	
golda	0.192386	5	
goldy	0.298306	5	
goles	1.402904	5	
golfa	1.245105	5	
golfo	6.433041	5	
golpe	63.288500	5	
gomas	1.013809	5	
gomer	0.159961	5	
gomes	0.309115	5	
gooch	0.194548	5	
goofy	0.495016	5	
goran	0.706856	5	
gorda	19.489347	5	
gordi	0.873303	5	
gordo	45.431191	5	
gorki	0.244265	5	
gorra	9.202102	5	
gorro	5.053915	5	
gotas	6.800520	5	
gotea	1.143508	5	
goteo	1.405066	5	
gouda	0.315599	5	
gozad	0.136183	5	
gozan	0.393419	5	
gozar	2.390774	5	
gozas	0.261558	5	
graba	2.708535	5	
grabe	1.070012	5	
grabo	0.998678	5	
grabé	2.142185	5	
grabó	3.759092	5	
grace	28.432053	5	
grada	0.198871	5	
grade	0.121052	5	
grado	27.106967	5	
graff	0.624714	5	
grajo	0.118890	5	
grama	0.492854	5	
gramo	2.018972	5	
grana	0.166446	5	
grand	7.137736	5	
grano	20.354003	5	
grant	16.032885	5	
grapa	0.423681	5	
grape	0.149153	5	
grasa	12.366743	5	
graso	0.248589	5	
grass	0.609583	5	
grata	1.599614	5	
grato	1.020294	5	
grava	1.236458	5	
grave	47.058906	5	
great	4.465949	5	
greco	0.680917	5	
green	15.369261	5	
greta	3.577514	5	
grial	4.725345	5	
grifo	3.497534	5	
grill	1.076497	5	
grima	0.339378	5	
grimm	1.779030	5	
gripe	8.199101	5	
grita	11.480471	5	
grite	4.213037	5	
grito	12.090053	5	
grité	3.173288	5	
gritó	5.639719	5	
groso	0.235619	5	
group	2.630716	5	
grove	2.658817	5	
grupa	0.121052	5	
grupo	125.416199	5	
gruta	1.052719	5	
gruñe	0.613906	5	
gruño	0.114567	5	
gruñó	0.179416	5	
grúas	0.678755	5	
guano	0.520955	5	
guapa	39.259708	5	
guapo	39.534236	5	
guasa	0.456106	5	
guays	0.706856	5	
guest	0.291821	5	
gueto	2.615585	5	
guiar	4.171965	5	
guide	0.172931	5	
guido	5.332766	5	
guija	0.101597	5	
guion	0.594451	5	
guisa	0.289660	5	
guise	0.287498	5	
guiso	1.904405	5	
guita	1.089467	5	
guiña	0.257235	5	
guiño	1.156477	5	
guiñó	0.293983	5	
guión	21.964425	5	
gulag	0.389095	5	
gunda	0.138345	5	
gurús	0.190224	5	
gusta	570.938876	5	
guste	35.965368	5	
gusto	142.586106	5	
gusté	1.063527	5	
gustó	43.591635	5	
guten	0.659300	5	
guían	0.756574	5	
guías	2.289177	5	
guíen	0.683078	5	
guíes	0.499339	5	
gómez	2.518311	5	
güera	0.114567	5	
güero	0.304791	5	
habar	0.289660	5	
habas	0.635522	5	
haber	500.406720	5	
habib	0.944637	5	
habla	253.919219	5	
hable	55.143440	5	
hablo	95.388856	5	
hablé	45.718689	5	
habló	44.590313	5	
habra	4.435686	5	
habrá	160.594730	5	
habré	8.938382	5	
había	654.920757	5	
haced	5.747801	5	
hacen	200.941743	5	
hacer	1790.916686	5	
haces	431.095891	5	
hacha	10.408297	5	
hache	0.350186	5	
hacho	0.103759	5	
hacia	314.728318	5	
hacía	101.346336	5	
hadar	1.139184	5	
hadas	11.981971	5	
haden	0.341539	5	
hades	3.082499	5	
hadji	0.159961	5	
hados	0.134022	5	
hafez	0.101597	5	
hafiz	0.123213	5	
hagan	71.435721	5	
hagas	198.516383	5	
haide	0.205356	5	
haifa	0.393419	5	
haití	1.679594	5	
hakim	1.005163	5	
halar	0.404227	5	
halen	0.661462	5	
hales	0.799807	5	
halla	5.825620	5	
halle	1.982224	5	
hallo	2.418875	5	
halls	0.149153	5	
hallé	6.510860	5	
halló	5.600810	5	
halos	0.138345	5	
hampa	1.033264	5	
handy	0.181578	5	
hanks	0.923020	5	
hanno	0.304791	5	
hanoi	0.806292	5	
hansa	0.257235	5	
hanzo	0.920859	5	
happy	5.097147	5	
hardy	3.283531	5	
harem	0.300468	5	
haria	5.574870	5	
harry	109.506527	5	
harta	14.145773	5	
harte	0.395580	5	
harto	25.788367	5	
harté	4.171965	5	
hartó	0.622552	5	
harán	46.053743	5	
harás	83.940810	5	
harén	1.266721	5	
haría	140.106705	5	
hasan	0.540410	5	
hasta	1027.747476	5	
haste	0.337216	5	
hatch	1.376965	5	
haute	0.248589	5	
havel	0.127537	5	
haven	4.014166	5	
hawai	5.736993	5	
hayan	42.234125	5	
hayas	67.168644	5	
haydn	0.360994	5	
hazel	2.289177	5	
hazla	6.119603	5	
hazle	14.340321	5	
hazlo	200.122482	5	
hazme	59.931473	5	
hazte	20.155133	5	
heads	0.285336	5	
heard	1.577997	5	
heart	3.497534	5	
heavy	2.176772	5	
hebra	0.367479	5	
heces	1.923860	5	
hecha	27.329616	5	
hecho	861.020173	5	
hedda	0.252912	5	
hedor	3.220844	5	
hegel	0.315599	5	
heidi	3.473756	5	
helar	0.203194	5	
helga	1.792000	5	
helge	0.142668	5	
helio	1.712019	5	
helix	0.123213	5	
hello	3.300824	5	
helms	0.287498	5	
hemos	439.915383	5	
henar	0.175093	5	
henna	0.594451	5	
henos	0.406388	5	
henry	71.833463	5	
herir	9.042141	5	
herma	0.108082	5	
herri	0.319923	5	
hertz	0.460429	5	
hervé	0.373964	5	
hería	0.201033	5	
hesse	0.514470	5	
hidra	0.479884	5	
hidro	0.131860	5	
hiede	0.211841	5	
hiela	0.566350	5	
hiele	0.116729	5	
hielo	57.158088	5	
hiena	1.232135	5	
hiera	0.585804	5	
hiere	2.088144	5	
hiero	0.242104	5	
higos	1.178094	5	
hijas	22.401077	5	
hijos	209.385110	5	
hilar	0.252912	5	
hilas	0.127537	5	
hilda	2.939831	5	
hilde	0.343701	5	
hills	7.297697	5	
hilos	4.001196	5	
himen	0.354509	5	
himno	4.396776	5	
hindi	0.884111	5	
hindú	3.519150	5	
hines	0.672270	5	
hiper	0.434490	5	
hippy	1.041911	5	
hiram	0.551218	5	
hirió	4.429201	5	
hitos	0.201033	5	
hobby	3.290016	5	
hogan	2.330248	5	
hogar	72.404136	5	
hogue	0.330731	5	
hojas	15.607042	5	
holly	14.727254	5	
homes	0.397742	5	
homme	0.360994	5	
homos	0.250750	5	
honda	2.490209	5	
hondo	7.781904	5	
honey	2.937669	5	
hongo	3.203551	5	
honor	99.342495	5	
honra	5.341413	5	
honre	0.382610	5	
honro	0.466914	5	
honró	0.168608	5	
horas	288.360632	5	
horca	4.143864	5	
horda	1.415874	5	
horma	0.276690	5	
horno	12.783940	5	
horse	1.504502	5	
horta	0.140507	5	
horus	0.935990	5	
hosca	0.129698	5	
hosco	0.283175	5	
hotel	117.351119	5	
hound	0.458268	5	
house	25.152845	5	
hoyos	3.856366	5	
